Unnamed: 0,avg_txn_amount,calls_per_day,avg_call_duration_mins,monthly_data_usage_gb,sim_tenure_days,phone_number
49,7193.0208063695045,47.645086931515486,61.82311595885758,17.606751636802933,563,+243825874064
50,4486.432067041154,50.6532013021763,73.51497918126438,23.68316033766311,1900,+243896292458
51,732.0360967756418,61.59347343039328,82.11593668357382,16.07331616626567,3639,+243850349946
52,1762.43399646524,59.84086372377111,63.80746575542518,25.26330847245172,1268,+243840469954
53,1744.817909427496,43.68296780237714,75.35683184218027,20.059773469426755,2880,+243841399290
54,1449.829925906004,41.0322005011155,65.98321558758295,18.71333819430011,1529,+243974376103
55,2805.9699207295266,61.32579397856796,76.89279085135048,18.76200431141965,3203,+243971200242
56,1587.6420714472988,39.45601426004033,75.09616629002966,15.464674220860552,3557,+243810791212
57,4245.535575169817,38.17881851684401,64.32172849349865,9.98619704736502,647,+243900979991
58,2323.005815333878,36.33140542832628,80.82004262204441,19.70236003834972,2069,+243838639417
59,5048.033119220578,57.81155438285451,62.06692503543196,28.25927422658654,2889,+243848483948
60,2307.692146457584,64.12904756770253,44.91667816611351,25.119995411933903,2215,+243972023106
61,2702.281592910817,57.696057400182745,53.87448237197129,11.879828913460711,1298,+243976406682
62,1452.4843857760306,59.99791813417784,71.75078757358123,23.87967433042011,2436,+243990038520
63,1297.9271025150192,59.67725283201695,83.10460619882647,20.59384586804472,601,+243848286329
64,6017.919507706147,38.54674922272434,69.94345697073564,15.785630889318064,2364,+243854283434
65,1848.4734624676123,71.29663232421777,45.867391263702,18.99274367709267,2062,+243908649969
66,1705.4343068718076,31.170900581792925,69.88845001949154,23.747528612450893,242,+243852618990
67,806.6856174211335,47.44962210799287,59.78120769113018,22.10926944848319,2042,+243896798191
68,2853.073439293621,23.77754820207463,55.06695187200316,11.787346540854385,2825,+243854527053
69,1548.978187375938,53.88018092951342,59.762766115475706,21.97248044242316,3418,+243816833525
70,1612.4235685533777,15.166802759695187,74.43045183037096,16.044580363518588,2613,+243909926219
71,3427.042438766608,59.47953493897252,59.80876654488419,23.509665082406173,2946,+243847860280
72,2138.427689381482,47.90746414252633,66.53586518032307,20.26858996961275,1364,+243997054594
73,2502.1696662518702,62.08689144469191,68.29496696715714,21.14070108768687,2140,+243894432238
74,1393.5309941071268,53.38124037705197,77.23155549299564,19.245874626920337,1391,+243828004552
75,2154.797393847335,60.11316010634759,60.56594137538154,9.494154616306345,3004,+243908975747
76,2125.743530413196,42.75462646591437,66.79413454782609,13.104647851621223,1479,+243849791483
77,1946.19744533304,41.92168605596482,72.71498074915941,13.905346790437596,3500,+243890804325
78,3132.8318286917365,43.96637470620176,60.97734983242029,24.547285122199742,2557,+243822481971
79,2356.8530737438546,30.162553981738977,84.21286135825514,14.621940401879984,776,+243856705010
80,502.8598146446327,72.6658840300341,61.88555436185829,22.266635532073416,35,+243859850018
81,1019.5739696668198,21.0164973994521,53.41388385469536,15.656845229818606,2254,+243830465044
82,1026.4234141116044,58.0343946668303,16.995589487008303,21.80605700612276,3153,+243892464449
83,2532.1486004361395,61.17596501225542,62.10441675727672,24.93654669486285,1956,+243830480230
84,4588.918251023931,33.30896000000782,80.1176662539702,10.99957189702401,1586,+243817176991
85,894.7609762499277,45.21538529312597,66.78700509553431,19.99231760983471,3460,+243895210548
86,681.5604410370935,55.908927576094605,59.66804175024903,21.6826963161523,3074,+243816441265
87,4347.807192569067,81.01823416521214,56.68134498859671,17.52437280180656,1022,+243825111213
88,380.4790775704099,25.93709988750349,60.2441143965482,20.89145541827819,3462,+243995076920
89,3382.7685168363546,64.05602710929492,50.59889008620896,27.628422003796764,2614,+243853970903
90,1419.4927462337691,50.84704427308294,71.1554418990248,17.880531136358993,1130,+243974154128
91,4277.7279320205225,52.38439208240511,43.28226681961575,13.420372595031491,1501,+243906573737
92,2891.376533073205,59.06119566416046,69.7222956986526,22.795057859222915,703,+243992219224
93,5670.517771025154,53.959041742041904,53.78831202410928,24.999800309945567,2450,+243851954504
94,734.7834995093073,31.92891384918614,84.31560216158174,17.10224499657625,2778,+243999109898
95,4709.177864626457,54.15419936821114,51.39464701206781,20.69954261672947,1580,+243995709307
96,1831.3278431936128,25.293130183325022,52.11448935271984,23.564264619097944,162,+243812375967
97,1405.978839719006,37.48357599384059,80.56515846979744,22.779423577315946,202,+243829726261
98,2494.564252023641,58.642561682873975,67.12922175726766,13.320161038178426,1982,+243892286496
99,2312.420369931493,44.181773544511145,61.471768516888986,9.160385281599815,996,+243990659803
100,1171.038685196247,70.60035780547621,69.7697505638464,21.37751271132948,2318,+243993928135
101,1555.064757085885,29.30179880500524,70.33302861406368,19.138248253567248,816,+243827702984
102,787.4795351005131,29.53232818509028,57.3662046946385,21.776480253623355,3343,+243893917548
103,1432.1702071472291,62.98006966243413,79.06401279182921,28.355151859685225,456,+243814545563
104,1625.7211317210922,46.95561755432632,57.80198574936834,18.020112406631124,3534,+243976862274
105,5305.131474215516,64.08540355846984,49.55866736295813,15.17479861195031,1276,+243847513355
106,2032.9882891397888,46.26664556649872,82.012955643558,20.478811177557592,1017,+243817528179
107,1594.121391195224,47.904456838989134,26.78591466823695,24.360287617693608,2344,+243834595323
108,2613.719209722759,38.59853856267051,75.97847735050043,17.561563002192823,2768,+243813009543
109,2173.901171578023,41.02194179913539,77.92974558122877,30.53977361628669,338,+243830517946
110,2114.795255595441,53.1186510499988,36.397257479483095,19.36605469475735,879,+243827130480
111,1508.6548844981612,72.66473466713845,73.04434271170842,15.869341526157,1077,+243997562041
112,3967.384311598816,34.80213144466502,57.126926442395884,18.91957430427113,792,+243857812207
113,3200.47029222664,39.34311171596614,42.83779415199801,23.753002032879703,2265,+243897842444
114,4888.076497069076,28.161784299123703,63.25251893059014,16.150265811546724,764,+243839389817
115,1512.432523790742,32.322596407862186,75.69338955230391,17.500420389122276,2236,+243976725060
116,984.0203121476648,56.286457193330406,78.50467565263537,18.194582345898944,380,+243990061477
117,1633.2732806053525,45.63136960683303,53.19406301312418,18.670416683846835,493,+243836255262
118,833.57954684051,10.141421260112216,62.39134305508424,20.19768758093377,3113,+243979303635
119,2729.3456954258704,50.43285513959166,70.08812461712662,13.233017675646604,1181,+243990460351
120,1891.9932103062083,48.75635169824421,76.47240006442468,22.939815538925647,2063,+243859055373
121,3696.462634097561,55.03866706775612,77.64379545881198,22.33395901102687,65,+243977431223
122,1874.9611172559307,28.647420545481587,68.07733115617357,18.46160179255864,2569,+243849439755
123,5100.388204789215,42.84308621243853,69.05496426801874,24.52731101942519,1368,+243976997180
124,1111.0635617802973,57.21835118929473,60.82417228460228,12.392949647164976,1153,+243973347479
125,1306.8224604815632,43.28054121684429,61.59089829422547,24.336463040803583,2028,+243819852785
126,10897.752565212915,59.65327642690988,76.86659735988421,17.620684064438933,2696,+243900449356
127,538.1891543201614,57.66649903899767,64.07001387448734,31.414262847597573,1496,+243990562748
128,2763.4152914135,71.78202518081953,57.85623552789826,14.91809034593494,3135,+243858938498
129,1177.472507665082,45.63872641996892,49.89816179298897,13.426140149503707,1163,+243833895161
130,1466.0279241603816,59.430036602502746,50.70458669526119,18.87391484328998,1523,+243820257863
131,5501.972387777903,68.96282896998828,107.6873959315657,23.06218842263009,2641,+243894700591
132,2189.113689423408,61.9532537337249,84.77260044700095,12.624399506149652,392,+243850603803
133,3422.1979775592167,72.15364705648012,61.88884904880676,19.967300887551712,1699,+243895706062
134,688.3300502943883,21.86548190586644,66.78190248336658,20.000310593389173,419,+243972072102
135,195.0527584898848,44.89829107911555,102.01185823061272,25.61321691449148,2337,+243821501523
136,2821.1937161584574,39.6471509758133,90.08727196768598,19.218157711910543,379,+243817662992
137,1903.8760771084471,44.374345886012975,63.943672471998255,23.67809090526857,1797,+243820661670
138,2427.802181214054,53.98470347760241,77.39876789808967,20.46700581138535,3562,+243996276758
139,1568.7010060349962,41.66611103258525,63.81668990910976,8.883123523160739,2279,+243852207127
140,4921.937406809031,41.739087651408624,38.07889540613366,26.767719983947547,3066,+243973345461
141,2406.813558442995,53.478596355965415,61.13478591687129,21.678267096954905,2089,+243909606422
142,2261.0326429718752,61.341518809956696,60.506002850459424,21.426855423852523,3100,+243841104391
143,1721.5626729502235,41.27733183993379,57.21684302561475,22.83184512024394,2183,+243836634458
144,2751.562485850264,61.79252037947105,67.55784094271519,15.2522557473769,201,+243824239570
145,1205.330559007386,41.26850395389231,44.83455748686491,18.941126637019234,1864,+243976012087
146,2034.7766209925403,44.47092673642205,58.86323613679637,14.159340667152255,780,+243828685539
147,6660.277828042976,52.54166347272832,67.28478492452207,23.34963026054296,2978,+243826451493
148,1693.3930735352642,40.65156816853111,67.86422911043985,20.80462620630812,3105,+243995104859
149,2834.830423503093,52.0043744644623,57.40859973717653,19.979467485141672,3120,+243904954857
150,5239.41967774549,53.99641734476617,61.27298304106803,20.77043878033325,503,+243828469094
151,1671.3777225104031,42.52679116920716,73.09235091109034,21.872128226982028,2455,+243825024329
152,6488.563639624697,33.5240335886931,57.025630533895296,20.736692081844044,3646,+243857306725
153,3879.9498118033775,43.117701272413406,52.98536916238511,16.548242235364317,1752,+243826755470
154,1917.820200355697,57.15339956826857,61.30171645438393,19.351953335871585,805,+243843223018
155,2090.7694411043367,23.263774923096,104.20408017934535,20.753092789599627,2147,+243824887008
156,716.9388720546987,42.933618306295386,68.39459122561058,27.38717171355701,2732,+243979862214
157,1643.2493971419467,70.8357565914384,65.27858299255458,16.275145164407892,1896,+243835124009
158,7165.606762795998,28.415941851654843,7.14713097505507,33.84770379240901,2774,+243996072740
159,1458.9785831206325,18.251663954582533,72.25352425998007,23.04418424565247,1571,+243904557818
160,2135.327221145279,44.480889193727954,69.09998522543039,25.55921151078533,961,+243999960694
161,6583.380312389936,53.27658635619986,69.59751065467121,17.229495903813067,2661,+243899646827
162,4884.80390770605,44.632839571971815,59.79791503393255,30.39820500779503,1486,+243826136219
163,2371.501378651944,47.09431318307985,69.31209691715333,23.385163029322737,2691,+243900721247
164,745.9713265853342,48.77355052016991,95.10569415495058,20.829973409802328,1029,+243906670358
165,1510.9340661071,24.46789148870148,72.00462163445546,20.07964617601973,3290,+243820916291
166,2779.579408966621,47.52795652529071,54.84730908204803,14.92788491684372,503,+243901263048
167,1138.0762348231642,38.52828878557597,48.38037243785276,21.579299853889445,2815,+243978986340
168,3042.6592073586826,32.31295285863469,56.26332944675448,29.932063789505413,398,+243812713148
169,2506.76247540176,56.58027216851569,46.54881707537849,25.51378700038444,871,+243814808739
170,2745.874338561424,19.610310053598404,49.304525363767965,16.06611152660397,2843,+243854567718
171,1197.8070589463337,34.76551138418367,92.78969887157744,20.27742116319458,393,+243903373542
172,4176.303717266926,41.62034794685227,40.492506472814014,16.886416505477087,207,+243828980927
173,1528.3278684026727,66.32742892051591,61.4825016977301,25.952523813897468,1039,+243894456082
174,1209.975562689383,31.757263789194823,80.7795838754631,6.876602577286638,1882,+243849092110
175,1985.1055530183608,57.740704935228536,79.81132480930748,18.36838017582512,3626,+243972257883
176,7348.929334498197,48.98616007322675,80.99714967368087,26.585976096807244,2940,+243851872828
177,2594.097499240122,42.0802930680818,65.60865027002299,24.45501889300788,1485,+243829878417
178,962.8829829438064,70.70394633437445,71.54466559164781,23.47787106845643,3647,+243897491544
179,4486.321288330793,32.2210357688423,31.946795704950844,16.590004047664088,864,+243811729277
180,1105.5055401029622,42.59248899764628,42.89578009354763,21.959370509030965,2791,+243827057270
181,1315.0799639098332,40.56638895376432,64.31901953322927,30.111452057737463,3313,+243998493564
182,1631.49988180974,39.41982145520167,40.18946288920709,20.586677322636373,564,+243992699461
183,4493.434141836835,33.89347817524395,52.31499924721097,23.19625255224417,1021,+243841610807
184,2774.461894098627,55.31020102110148,43.38038843456916,23.72247995142832,96,+243827252698
185,2195.4187344559355,81.29767609247111,80.59019901543401,16.337780805658696,1924,+243824533313
186,3955.390694812104,57.08285154180267,56.53563570625799,30.042059696472386,1758,+243815095059
187,633.8371653784549,49.635723002365104,85.92318790287143,16.278187437128977,2533,+243971132360
188,855.3782393241555,45.28150010880287,84.6017643398015,12.202355491137652,3479,+243892969113
189,1940.088439192195,59.830051179781,64.33650548841318,23.678831248528947,2279,+243812866313
190,1345.3340852195538,57.56280235965411,76.54879839231263,27.87762189629921,2797,+243892074435
191,3095.176834893589,56.12582533814599,65.11230228939432,24.50508541514857,1679,+243838420951
192,1905.8483347827173,31.309484787480983,95.27991145829974,18.921272403524554,3243,+243830871780
193,629.2912198525455,63.88772477088743,73.74954283269307,13.371774250116044,541,+243857136247
194,1790.3749087204824,51.89941382853835,70.01619696746464,24.15373759447962,1060,+243833860338
195,4527.774718658517,46.71923431264994,74.94451170024222,16.1092125293525,2573,+243898554417
196,3040.247830902102,58.06701067675434,93.676089636013,13.98256782988653,1184,+243970741158
197,3511.3030491539844,31.754862744247216,75.97336080354411,19.369292550024795,1723,+243815875278
198,2029.6003057089056,49.42703121396608,61.97765634653301,22.310871231317154,3315,+243818553097
199,955.7726274986334,46.68261680010852,61.49562534102443,18.71378547189437,3158,+243820100803
200,1323.5150788273868,41.108523117120754,58.35346338920098,17.402879182087126,1820,+243896156991
201,1212.845841086401,32.19550761694523,61.54154424837476,25.48891490625411,2626,+243829607258
202,3037.343097376959,78.43528151201804,49.33852911895546,23.577037404444425,2730,+243898681771
203,6779.596884397638,50.33349170770918,50.11170603525407,23.50426831961718,2605,+243846335959
204,801.2270737730715,50.756876995598425,43.14766764540602,25.15463516422825,1598,+243838915682
205,1774.4161647397495,67.31510035958631,113.51476904467268,20.90448341644404,3061,+243836376462
206,541.0357416767233,48.77233939243599,31.15728670996752,14.733272274611098,2694,+243825125478
207,655.9010101558266,67.44205712425767,102.4044809575132,25.493015602439,796,+243839225060
208,1980.4841456864783,61.73577644446715,35.36825531938512,21.826622177386028,1052,+243859734337
209,5641.903990404078,49.00802880917571,68.45940005282307,20.41203914460083,1644,+243820283941
210,1917.5357641554951,58.98673881681993,76.15166854306837,18.33450771744976,3628,+243841135692
211,1751.9163818870843,53.46046023615242,58.56107670545914,13.019784086861623,1364,+243839521740
212,4011.3863396342153,43.49544840410525,68.92211919160049,23.641011904819592,1982,+243839736916
213,1744.25037395064,27.80375693962273,45.68462830267754,29.915139458253613,1355,+243854585768
214,2055.525265935736,26.721227617880043,69.65816887621786,19.503645299665347,1664,+243841650881
215,1185.657426955377,33.956261726810105,63.0591708089124,18.817169654506653,1530,+243834407736
216,3925.816056490147,44.28784804417053,62.08936298914231,19.69180120675316,2039,+243835998043
217,836.3548460473643,37.81722550466587,76.11070120861262,12.418926581983708,3420,+243970853844
218,2547.7420835812463,28.64434600046125,72.16161489087558,27.495993609329183,1497,+243850077531
219,1544.801743003217,44.00460502915555,50.24363581043514,16.581884758146284,3303,+243828439062
220,1859.8357232890355,75.05840590457538,37.461191217526746,18.71941970174977,2238,+243894440029
221,3704.72752697986,33.94240988922624,45.90143517934146,18.671282199991367,3297,+243844171818
222,1683.3561805570498,71.52752255943417,51.84359718235028,19.536133342026474,1409,+243907165363
223,2641.488870465158,37.21302372610452,50.99307230407378,24.820162519585217,1401,+243829671406
224,2296.700200741105,40.34686557438808,98.12135700010424,28.94035122811858,1307,+243975451066
225,980.3544899686376,57.45606758391961,18.32473176522385,25.477287947449742,2681,+243821097707
226,2685.532707337887,47.789602095126256,57.72901446576836,14.132239936140936,2676,+243993002448
227,2502.7988382913336,27.096780115461367,76.61783682593597,15.70203410954881,973,+243821580888
228,4061.9176651623625,31.17709464650938,75.6615445175756,21.30110519173533,1769,+243858315352
229,2262.066225263934,48.34536451859236,78.66184458671398,16.799866516119728,1283,+243891186207
230,5057.897872029124,60.62867929158033,48.8185947729956,26.918381311595656,3431,+243896840964
231,952.1787799541896,55.67162084901439,90.7520906523219,8.658215814389413,710,+243838000259
232,827.1595952613569,71.61873418636334,119.86453035417308,22.888835959550303,1480,+243837918249
233,4137.4476289716185,50.16822314578823,55.71677052716265,8.326935068383024,1435,+243971549841
234,3665.4881831488137,53.5074009298933,65.90561064990581,25.512903776287324,649,+243853651466
235,1817.8730574520696,68.2235826146879,83.62316172416764,18.14706967647881,318,+243858323452
236,1036.8844080878048,21.477349307556988,58.86383974112738,16.875935685715937,3297,+243823432793
237,762.8089481606629,44.85111548972846,76.76964423394193,14.848664083491386,1258,+243821039869
238,2757.518832296634,55.81044027800292,77.55415250571028,16.54393265286991,684,+243906709973
239,1370.3126190111934,55.13114354810394,53.12541391006231,22.21683356314972,664,+243843565079
240,4201.828859317828,24.93025284762536,68.89825711053875,22.07772846612521,1999,+243905545898
241,1927.9594475668189,63.60280511028374,120.46243976982622,25.910232265673866,3446,+243979897709
242,2698.304352168727,58.80518150428264,53.86686415951933,23.240051231322568,1632,+243853172369
243,1000.387905851694,44.778136452444976,57.719405288422976,26.526413718881205,1496,+243991239061
244,4891.474048603624,38.18225883480401,78.8426156387488,13.147673430522886,3305,+243850210640
245,388.52504360387786,52.40239056877439,78.33463601895164,8.541655595650354,1137,+243894269888
246,3993.8994049436337,65.52955496286958,61.0349870624959,24.48271975689054,1854,+243822641295
247,3204.4995966549086,38.33221602905908,53.81521982939043,21.32637032402289,1521,+243908067239
248,1694.4262978518143,65.69353560823562,83.07358491036747,18.58077332295069,2490,+243899637403
249,3853.035353784175,52.331712789192274,72.22777032097217,23.59926971275792,564,+243838705863
250,880.9769309435086,54.58243972018209,32.405212271576204,23.482430417925933,1292,+243811447571
251,1596.8265736238918,27.726597558981226,42.37940312164345,21.297240058784105,3582,+243835925516
252,2969.088304452325,60.756661849467065,22.759226495034405,21.766791674662286,3458,+243825021637
253,1933.1869656535343,23.937972910128305,74.14000554006303,35.377376938451306,3459,+243899348698
254,1371.2261837307065,58.67336862011213,74.38183081793744,25.574917428966803,3185,+243900732627
255,828.9753254216135,52.60088108054066,35.68812345578354,19.56402048413824,1637,+243894377084
256,2256.6354253361646,26.61810502574172,100.1663122969407,10.99579238111832,3000,+243845517604
257,2468.9451581841927,53.13481831292652,72.38286765269146,15.75612259799402,3153,+243893130611
258,873.5861894862741,51.4436474490429,44.61615067402592,23.2379535520438,699,+243994188023
259,4316.775743841828,41.27413285337025,62.52583447822899,19.83685736184764,2161,+243909316525
260,2064.274360115478,55.09371438820568,37.606229526293696,26.83455098207932,2,+243894390951
261,690.567759176745,34.62332790488631,55.47203876428926,18.09915492085602,642,+243837952638
262,1945.6036867081948,31.00179485779721,81.8769210343329,17.124920551161868,2268,+243852112131
263,1311.7409883335197,75.71667667046184,42.16393664909137,19.23050111683464,1590,+243991850305
264,3386.336230753206,24.868481854135734,94.4566824692116,15.160777159511923,855,+243842285841
265,2094.5856667336657,52.59545835211957,50.99208672614978,12.503360960664065,1760,+243974138331
266,863.4392559712559,44.7638842089931,81.99811898855032,18.74427256866952,3297,+243891622421
267,1891.4515296047305,68.4686919319109,75.6178339552968,28.43837285085044,2433,+243991178628
268,1204.4844095492251,59.53155971459828,83.23576702931385,18.54024976100472,3475,+243834826033
269,2056.640091258668,58.65589808922865,39.25858523548721,24.21888874630085,1662,+243907046333
270,3153.9356533696264,46.69334687148178,75.66935424017723,26.740158912975847,1154,+243896143265
271,6305.066956483366,32.06581079993723,76.05582813868912,13.20269016200113,1077,+243904546145
272,1928.043762760135,31.88968197812356,70.31346901155297,23.03921857318747,1708,+243894969764
273,5146.707367636667,50.45467582934703,76.89611460524688,20.916314395131263,2778,+243814914414
274,1065.4330719432633,67.58409272939865,56.70205482105014,20.117752864141853,1696,+243840204364
275,2616.129469587721,33.324361821407145,47.6219531697389,21.145432390351807,1734,+243841317283
276,4084.531913098327,45.59999251281201,85.00279481916645,24.750832062143893,1440,+243899490807
277,1385.66607585978,83.72011667762769,90.93448571595904,17.129757544731532,2295,+243998010919
278,1107.3750967250385,35.05440923902633,72.04685724842054,21.49139925325154,836,+243974617570
279,201.5805778406966,36.3210270428397,51.34045169805052,18.56064291268272,3511,+243816724064
280,3386.655141257837,69.24928089760047,52.45592199082165,19.22750884543039,203,+243977860272
281,1245.8457731120138,55.357543732375085,72.36593637210858,20.53852700972402,3256,+243970434793
282,6831.805258019637,42.398831058940125,36.6852757363164,23.706702949456574,123,+243842622944
283,1848.1848987648016,41.93587165854671,66.44024375290049,16.694294357157027,401,+243897950778
284,3362.817950995712,56.03907545558789,53.45138471091498,16.481531544085335,767,+243991120338
285,1005.7990056994591,63.10258612650838,74.33645555788031,15.500614391638925,294,+243998961943
286,2251.023968252431,68.20222258268355,89.00035507307066,14.075472220603668,2328,+243971541907
287,1446.958613125062,81.68488226969792,50.124350216343146,15.25003174314352,2932,+243826887981
288,361.87338773209774,55.06133590435873,25.2760336055575,25.409825857361533,198,+243893342074
289,696.2148836807304,58.90219508109535,71.66855625542932,15.274172507839875,3030,+243839660814
290,1354.219548138144,48.94360182329872,54.23153016318339,10.372639795952098,1931,+243857766558
291,5296.489200678179,52.37962386851572,48.02594415431119,20.20830455924406,3583,+243891143126
292,3075.056465862968,59.5759943966733,89.02423593816522,14.695258632643794,2800,+243975407252
293,1872.837526714944,70.77389137433275,88.48044366919827,24.590189815030108,2192,+243906847997
294,1945.3349317779407,73.68021294845718,107.11810104460372,19.313486877180846,609,+243814203729
295,2067.1929265040367,48.44574550935409,71.70746780126912,20.43892311974468,3273,+243828946188
296,3342.1838534903977,49.64272121862475,31.55125799505273,21.271931306377617,1148,+243843599950
297,7552.519531769593,24.57915521299609,56.6912339043074,21.25558867790312,187,+243991483265
298,2424.6307749260823,42.33704288695962,73.44172479778689,21.34681312690573,3398,+243972493339
299,1233.7182691703151,61.36243410887732,34.728182668314524,21.006159089823896,2512,+243975294545
300,2785.547029781295,78.57237156588789,66.09274103915043,21.037882668380995,3421,+243976495383
301,2120.289614437784,64.67171611386692,70.98641733454436,18.428324636936267,1795,+243816632749
302,1509.506035361881,27.92763621860613,67.87206431282257,26.73915186820729,660,+243903377112
303,459.62948868468027,73.269454336901,89.53229615513142,18.107431645443,2812,+243830257954
304,1003.7510990832684,22.30988353640784,57.23108080848596,14.24232967105759,3003,+243842360601
305,3006.7282378374475,69.26264160517252,41.3270177863157,20.85950674663921,1956,+243840850053
306,1413.3117920921732,45.83662220675688,103.33435273793933,23.93753635670174,2451,+243845689483
307,6568.766884505887,31.00789455362256,54.39924824289126,24.36032530513349,1370,+243822055024
308,1144.6267142989786,49.45947434682458,63.21842188064431,20.18841142724005,1987,+243839292443
309,609.1975120009422,39.36757934901628,78.72494201526126,11.728162213522133,1535,+243814943593
310,3207.4349193295084,38.460101955318606,67.78192120669445,19.101648856315613,147,+243906120783
311,1058.6249642265911,30.33630461156488,30.25111078438289,12.306740478095652,3220,+243898583783
312,788.0374144730396,66.66289836521275,65.65591504733224,4.646389311839947,2912,+243857956267
313,1718.000891608645,29.46114851906341,89.27933170665938,20.05349656013068,1735,+243899858373
314,1455.7352606399195,43.57303747208271,90.56545383749857,21.8472789381004,1844,+243829843106
315,3400.618208346969,65.98163008023673,58.71581822190559,24.476349240091647,489,+243891737649
316,1587.6744532367195,67.36616717968506,67.64965215498891,12.691480375906687,2977,+243978494142
317,2546.933683374936,29.82542382379114,62.04861166320141,9.40231823715245,1960,+243909470228
318,1155.9462757452648,36.87306201349418,58.92507070667983,13.648223829991004,1664,+243858801439
319,3756.3844083149006,58.01550515801171,53.1020804798388,16.716763170069388,2599,+243996560071
320,1591.9529901919343,40.57021009298457,77.26127314418076,19.567770578632928,2386,+243996500155
